qid,question,answer
303,乐当家理财卡的卡面颜色,我行乐当家理财金卡卡面颜色为金色，白金卡卡面颜色为银色
304,信用卡办理条件,你好，信用卡申办条件是：具有完全民事行为能力、年龄在18至70周岁间、具有稳定的职业和收入、信用状况良好、有按时还本付息能力的中国公民（含港澳台地区）、外国公民，可申请龙卡信用卡个人卡主卡。附属卡申请人须年满13周岁。
305,信用卡申请资料,1.请随信用卡申请表一并提供：主卡、附属卡申请人身份证明文件复印件（境内人士提供居民身份证，境外人士提供护照、港澳居民往来内地通行证、回乡证或台湾居民往来大陆通行证）。2.提供您本人的工作证明、收入证明、房产证明、车产证明、金融资产凭证等证明材料，将有助于您的申请得到尽快处理。
311,信用卡密码重置,如果信用卡查询或交易密码忘记，有如下重置方式:1、持身份证与信用卡在柜台或智慧柜员机办理密码修改或重置；2、登录手机银行，通过“信用卡-信用卡管理-密码管理-消费取现密码”办理密码修改或重置。
312,信用卡锁定解锁,您好，密码多次输入错误后信用卡将会被暂时锁定，锁定后将不能进行任何消费。您可登录手机银行通过“信用卡-信用卡管理-密码管理-消费取现密码”重置消费密码；或者请您持信用卡及身份证至柜台或智慧柜员机重置消费密码。
315,信用卡逾期还款,您好我行为信用卡客户提供三天宽限期，无需申请，客户在到期还款日之后的三天内全额还款入账，我行仍视为按时还款。建议注意还款日期以免影响您的信用。
316,信用卡超额还款,您好，多还的金额会在账户中显示，但是不计付利息。刷卡消费优先使用卡内资金，可在网点或ATM取出，跨行需手续费。
318,无卡还款,若您的信用卡不在身边，可以到柜台提供信用卡卡号办理还款。此外，您还可以通过手机银行、网银、微信、自助设备、95533电话银行办理还款。
319,电话银行自助购汇还款信用卡,请您致电我行信用卡客服热线95533，根据语音导航选择“账务积分查询和还款-自助还款转账-一键还款或电话购汇”即可。您可使用信用卡点日存款或人民币溢缴款购汇。
320,网银自助购汇还款,您好，请登录我行个人网上银行，点击“信用卡-卡账往来-为本人还款”选择币种就可以购汇还款。
321,乐当家理财卡是否有配套存折,乐当家理财金卡/白金卡是不带存折的，如果您需要对账，您可以到我行网点或联系客户经理打印对账单，也可以通过我行手机银行、网上银行、电话银行等渠道自助查询。
322,电话银行还款额度恢复,您好，用我行电话银行转账还款后额度实时恢复，款项最晚次日入账，具体以银行清算时间为准。
323,乐当家理财卡（金卡/白金卡）选号功能,选号功能是指您可在办理乐当家理财卡金卡/白金卡时，根据个人喜好对理财卡第10位至第13位卡号段的卡号数字进行选择。
324,人民币购汇还款额度恢复,您好，用我行人民币购汇还款后根据您申请的下一个工作日办理购汇，具体以我行清算时间为准。
325,自动转账还款授权额,您好，我行自动转账还款授权有全额还款和最低还款两种方式。请在个人网银或手机银行信用卡界面的“卡账往来-约定还款”菜单中设置。
326,商户分期介绍,商户分期指的是持卡人去我行指定商户处购买产品或服务办理分期，享受补贴或手续费优惠。
327,网银转账还信用卡操作流程,您好，请登录个人网银，在信用卡界面“卡账往来”菜单下进行转账还款。
328,ATM自助转账还信用卡,您好，您可携借记卡、准贷记卡至我行ATM自助终端办理转账业务，为我行信用卡还款。
329,ATM自助转账还信用卡到账时间,您好，用我行ATM自助转账还信用卡，额度实时恢复，款项最晚次日入账，具体以各家银行清算时间为准。
330,拉卡拉还信用卡,您好，您可在全国多个城市的各大便利店或药店中，使用拉卡拉支付终端，通过银联标准借记卡向我行信用卡进行还款。支持此项业务的商户名单以拉卡拉官方网站公布为准。详情请登录http://www.lakala.com。
331,拉卡拉还信用卡到账时间,用拉卡拉还款，额度通常在次日恢复。如果您急需使用信用卡额度，请通过我行网点、自助终端、网银、手机银行、微信银行办理信用卡还款，实时恢复信用额度。
332,银联在线跨行还信用卡到账时间,用银联在线网上跨行还款，额度通常在次日恢复，款项最晚次日入账，具体以银行清算时间为准。
336,“蓝豹百大”龙卡联名卡的有效期,“蓝豹百大”龙卡联名卡贵宾金、银卡有效期为五年，贵宾卡不设有效期。
337,“蓝豹百大”龙卡联名卡的申请受地域限制,目前“蓝豹百大”龙卡联名卡的申请仅在常州地区受理，其他地区将随后逐步开通此项业务。
338,“蓝豹百大”龙卡联名贵宾卡异地使用,“蓝豹百大”龙卡联名贵宾卡可以在异地使用。在异地使用联名卡贵宾卡时收取的异地交易手续费按照储蓄卡的手续费收费标准收取。
339,“蓝豹百大”龙卡联名卡办理数量限制,同一客户只能办理一张“蓝豹百大”龙卡联名卡。
340,龙卡-龙卡通定义,龙卡通是我行龙卡借记卡系列产品之一，是面向个人客户签发的一种具有存取现金、消费结算和转账支付、账户管理及其他理财签约服务等多种功能的金融支付结算工具。
342,龙卡通的有效期,龙卡通在有效期方面根据不同的卡种具有不同的规定，银联龙卡通（储蓄卡）磁条卡没有有效期，VISA和MasterCard卡（理财银卡）有效期由5年变为20年，龙卡通IC卡有效期为10年。
343,龙卡通睡眠户激活,龙卡通睡眠客户激活：                                               1、户主携带本人有效身份证件和龙卡通前往柜台查询处理。2、户主携带本人有效身份证件和龙卡通通过开户一级分行范围内的智慧柜员机办理睡眠户激活。
344,龙卡通-生肖卡,龙卡通-生肖卡是我行实施市场细分、针对不同客户群体推出的个人金融产品，每年推出一款不同生肖的储蓄卡，卡面印制当年发行生肖属相的图案。但目前已不发行。
347,龙卡-陆港通龙卡,陆港通龙卡是专为经常往返、有资金往来中国内地及香港的人士，及满足客户不需来港开户便可拥有中港两地互通账户的需求而推出的一款综合性银行卡产品。
349,陆港通龙卡的功能,陆港通龙卡的功能：1.兼具两地账户，方便两地往来；2.两地账户联动，资金渠道畅通；3.港元汇款实时到账；4.对账查询服务，账务一目了然；5.使用渠道广泛，提供用卡便利。
351,外汇汇款,请您到填单台填写境外汇款申请书，然后持有效身份证件到柜台办理。
354,综合账户管理,综合账户管理可以将您本人名下及您家庭成员在我行的活期账户进行关联，并确定一个主账户和若干关联账户。
355,资金划转,根据您的设置，资金划转会自动将各关联账户的资金转入主账户。
356,日常管家,日常管家是指将您主账户及关联账户的全部或部分日常支付业务进行统一管理（包括信用卡约定账户还款、贷款委托扣款、基金定额定投）
376,损坏消磁换卡,1、若您已签约个人网银，可通过“我的账户—账户管理—预约换卡”菜单办理。2、若您已开通手机银行，可通过“首页—财富—账户详情—换卡”菜单办理。3、请您本人持有效身份证件和银行卡前往指定网点办理换卡手续。
377,睡眠账户激活,已成为睡眠户的龙卡通（储蓄卡）如需恢复正常，可选择以下方法：1、户主携带本人有效身份证件和龙卡通前往开户网点查询处理。2、户主携带本人有效身份证件和龙卡通通过开户一级分行范围内的智慧柜员机办理睡眠户激活。
378,修改开户姓名（本人）,您好，修改开户姓名需要携带本人有效身份证件、银行卡以及公安机关出具的相关变更证明，前往填单台填写资料后到柜台办理。（如果是开户柜员录入错误则只需要携带银行卡和身份证件办理）
379,修改身份证号码（本人）,您好，如果是身份证件15位升18位操作，请您携带本人有效身份证件和银行卡，前往填单台填写资料后到柜台办理；如果是身份证件号码变更，还需公安机关出具的相关证明。
380,修改家庭地址（本人）,您好，请您携带开户时的有效身份证件和银行卡，到智慧柜员机办理，或前往填单台填写资料后到柜台办理。
